ID,item_cnt_month
2139,0.0
2140,0.0
2141,0.0
2142,0.2
2143,0.2
2144,0.6
2145,0.0
2146,0.2
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.1
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.6
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.2
2168,0.0
2169,0.0
2170,0.0
2171,0.3
2172,0.9
2173,0.0
2174,0.0
2175,0.0
2176,0.4
2177,0.0
2178,0.3
2179,0.4
2180,0.4
2181,0.0
2182,0.0
2183,0.0
2184,0.1
2185,0.6
2186,0.0
2187,0.0
2188,0.2
2189,0.1
2190,0.0
2191,0.0
2192,0.0
2193,0.3
2194,0.0
2195,0.3
2196,0.4
2197,0.0
2198,0.0
2199,0.0
2200,0.8
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.3
2207,0.0
2208,0.3
2209,0.0
2210,0.0
2211,0.2
2212,0.1
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.5
2218,0.4
2219,0.6
2220,0.3
2221,0.1
2222,0.0
2223,0.0
2224,0.2
2225,0.0
2226,0.0
2227,0.2
2228,0.5
2229,0.0
2230,0.8
2231,0.6
2232,0.7
2233,0.0
2234,0.1
2235,0.0
2236,0.0
2237,0.2
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.2
2244,0.2
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.1
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.2
2257,0.0
2258,0.0
2259,0.0
2260,0.2
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.1
2272,0.9
2273,0.0
2274,0.0
2275,0.2
2276,0.0
2277,0.1
2278,0.0
2279,0.0
2280,0.6
2281,0.4
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.3
2287,0.6
2288,0.0
2289,0.0
2290,0.1
2291,0.1
2292,0.5
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.3
2299,0.0
2300,0.1
2301,0.0
2302,0.0
2303,0.4
2304,0.0
2305,0.8
2306,0.5
2307,0.0
2308,0.0
2309,0.2
2310,0.0
2311,0.0
2312,0.1
2313,0.0
2314,0.0
2315,0.6
2316,0.3
2317,0.1
2318,0.1
2319,1.0
2320,0.4
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.1
2328,0.1
2329,0.1
2330,0.0
2331,0.0
2332,1.0
2333,0.0
2334,0.0
2335,0.0
2336,0.6
2337,0.0
2338,0.0
2339,0.8
2340,0.0
2341,0.0
2342,0.5
2343,0.0
2344,0.2
2345,0.1
2346,0.0
2347,0.9
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.4
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.2
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.7
2364,0.0
2365,0.4
2366,0.8
2367,0.2
2368,0.0
2369,0.0
2370,0.5
2371,0.0
2372,0.4
2373,0.0
2374,1.0
2375,0.4
2376,0.8
2377,0.0
2378,0.0
2379,0.4
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.2
2385,0.0
2386,0.0
2387,0.1
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.9
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.3
2400,0.0
2401,0.8
2402,0.0
2403,0.6
2404,0.0
2405,0.3
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,0.0
2412,0.2
2413,0.0
2414,0.0
2415,0.8
2416,0.0
2417,0.7
2418,0.0
2419,0.4
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.2
2426,0.0
2427,0.0
2428,0.0
2429,0.6
2430,1.2
2431,0.0
2432,0.0
2433,0.0
2434,0.0
2435,0.8
2436,0.4
2437,0.0
2438,1.0
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.3
2453,0.1
2454,0.0
2455,0.0
2456,0.0
2457,0.1
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,0.1
2465,0.2
2466,0.3
2467,0.1
2468,0.1
2469,0.1
2470,0.1
2471,0.2
2472,0.1
2473,0.3
2474,1.3
2475,0.9
2476,0.0
2477,0.0
2478,0.0
2479,1.1
2480,1.2
2481,0.5
2482,0.0
2483,0.0
2484,0.0
2485,0.0
2486,0.0
2487,0.4
2488,0.0
2489,0.0
2490,0.0
2491,0.2
2492,0.0
2493,0.0
2494,0.0
2495,0.1
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.2
2501,0.0
2502,0.0
2503,0.0
2504,0.0
2505,0.1
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.6
2511,0.0
2512,0.0
2513,0.0
2514,0.0
2515,0.0
2516,0.0
2517,0.0
2518,0.3
2519,0.0
2520,0.0
2521,0.1
2522,0.0
2523,0.0
2524,1.4
2525,0.0
2526,0.0
2527,0.5
2528,0.0
2529,0.0
2530,0.1
2531,0.4
2532,0.1
2533,0.8
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.9
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.1
2555,0.0
2556,0.8
2557,0.1
2558,0.0
2559,0.9
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.1
2570,0.0
2571,0.6
2572,0.0
2573,0.6
2574,0.1
2575,0.1
2576,0.2
2577,0.3
2578,0.0
2579,0.0
2580,1.1
2581,0.0
2582,0.0
2583,0.0
2584,0.1
2585,0.0
2586,0.0
2587,0.3
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.4
2594,0.1
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.7
2600,0.1
2601,0.0
2602,0.0
2603,0.0
2604,0.2
2605,0.0
2606,0.0
2607,0.0
2608,0.5
2609,0.1
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.1
2618,0.0
2619,0.3
2620,0.7
2621,0.0
2622,0.0
2623,0.2
2624,0.6
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.2
2654,0.1
2655,0.0
2656,0.0
2657,0.5
2658,0.4
2659,0.1
2660,0.0
2661,0.1
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.3
2667,0.0
2668,0.1
2669,0.0
2670,0.0
2671,0.0
2672,0.2
2673,0.0
2674,0.0
2675,0.0
2676,0.6
2677,0.8
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.6
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.1
2693,0.0
2694,0.2
2695,0.6
2696,0.5
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,0.2
2707,1.8
2708,0.0
2709,1.0
2710,0.9
2711,0.0
2712,0.1
2713,0.5
2714,0.0
2715,0.0
2716,0.7
2717,0.0
2718,0.2
2719,0.0
2720,0.0
2721,0.2
2722,0.0
2723,0.2
2724,0.0
2725,0.1
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.4
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.5
2758,1.0
2759,0.0
2760,0.3
2761,0.1
2762,0.0
2763,0.0
2764,0.0
2765,0.1
2766,0.5
2767,0.0
2768,0.0
2769,0.6
2770,0.0
2771,0.0
2772,0.1
2773,0.0
2774,0.0
2775,0.4
2776,0.2
2777,0.6
2778,0.0
2779,0.3
2780,0.0
2781,0.8
2782,0.2
2783,0.0
2784,0.3
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.2
2793,0.0
2794,0.0
2795,0.0
2796,0.2
2797,0.1
2798,0.1
2799,0.2
2800,0.0
2801,0.7
2802,0.0
2803,0.2
2804,0.0
2805,0.0
2806,0.0
2807,0.5
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.4
2813,0.8
2814,0.0
2815,0.0
2816,0.4
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.6
2822,0.0
2823,0.0
2824,0.0
2825,0.0
2826,0.0
2827,0.0
2828,2.3
2829,0.0
2830,0.3
2831,0.0
2832,0.0
2833,0.4
2834,0.3
2835,0.2
2836,0.0
2837,0.0
2838,0.0
2839,0.6
2840,0.0
2841,0.2
2842,0.2
2843,0.6
2844,0.0
2845,0.0
2846,0.0
2847,0.5
2848,0.1
2849,0.3
2850,0.0
2851,0.7
2852,0.0
2853,0.0
2854,0.0
2855,0.3
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.4
2862,0.0
2863,0.1
2864,0.0
2865,0.0
2866,0.7
2867,0.6
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.1
2873,0.7
2874,1.0
2875,0.0
2876,0.0
2877,0.8
2878,0.0
2879,1.3
2880,0.0
2881,0.1
2882,0.0
2883,0.2
2884,0.0
2885,0.6
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.2
2904,0.3
2905,0.4
2906,0.0
2907,0.0
2908,0.3
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.1
2914,0.4
2915,0.4
2916,1.0
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,0.1
2923,0.4
2924,1.3
2925,0.0
2926,0.1
2927,0.0
2928,0.1
2929,0.2
2930,0.0
2931,0.0
2932,0.4
2933,0.2
2934,0.9
2935,0.0
2936,0.7
2937,0.4
2938,0.0
2939,0.0
2940,0.5
2941,0.0
2942,0.0
2943,0.9
2944,0.0
2945,0.1
2946,0.0
2947,0.0
2948,0.0
2949,0.1
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.6
2955,0.0
2956,0.3
2957,0.4
2958,0.0
2959,0.0
2960,0.0
2961,0.9
2962,0.0
2963,0.2
2964,0.1
2965,0.1
2966,0.2
2967,0.0
2968,0.1
2969,2.3
2970,0.0
2971,0.1
2972,0.0
2973,0.7
2974,0.2
2975,0.0
2976,0.0
2977,0.7
2978,0.1
2979,0.3
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.3
2985,0.1
2986,0.5
2987,0.0
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.3
2994,0.0
2995,0.0
2996,0.3
2997,0.0
2998,0.0
2999,0.0
3000,0.1
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.4
3011,0.0
3012,0.0
3013,0.0
3014,0.1
3015,0.4
3016,0.0
3017,0.3
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.6
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.4
3036,0.1
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.1
3042,0.0
3043,0.0
3044,0.0
3045,0.1
3046,0.0
3047,0.0
3048,0.3
3049,0.0
3050,0.1
3051,0.0
3052,0.0
3053,0.0
3054,0.2
3055,0.0
3056,0.1
3057,0.0
3058,0.1
3059,0.0
3060,0.2
3061,0.0
3062,0.0
3063,0.8
3064,0.0
3065,0.2
3066,0.0
3067,0.1
3068,0.0
3069,0.0
3070,0.7
3071,0.6
3072,0.6
3073,0.0
3074,0.0
3075,0.4
3076,0.0
3077,0.1
3078,0.3
3079,0.0
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.6
3086,0.4
3087,0.0
3088,0.3
3089,0.1
3090,0.0
3091,0.0
3092,0.2
3093,0.0
3094,0.0
3095,0.9
3096,0.0
3097,0.0
3098,0.1
3099,0.0
3100,0.7
3101,0.1
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,0.4
3116,0.5
3117,0.7
3118,0.2
3119,0.2
3120,0.1
3121,0.3
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.1
3127,0.0
3128,0.0
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.6
3137,0.0
3138,0.0
3139,0.1
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.1
3146,0.0
3147,0.6
3148,0.1
3149,0.3
3150,0.3
3151,0.0
3152,0.0
3153,0.0
3154,0.2
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,0.2
3166,0.3
3167,0.9
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.7
3180,0.3
3181,0.0
3182,0.0
3183,0.0
3184,0.5
3185,0.0
3186,0.0
3187,1.0
3188,0.2
3189,0.0
3190,0.0
3191,0.4
3192,0.0
3193,0.0
3194,0.1
3195,0.3
3196,0.9
3197,0.6
3198,0.0
3199,0.0
3200,0.0
3201,0.0
3202,0.0
3203,0.3
3204,0.1
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,0.1
3211,0.3
3212,0.0
3213,0.6
3214,0.7
3215,0.8
3216,0.3
3217,0.4
3218,0.6
3219,0.2
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.1
3225,0.0
3226,0.0
3227,0.3
3228,0.0
3229,0.0
3230,0.0
3231,0.3
3232,0.0
3233,0.0
3234,0.0
3235,1.2
3236,0.3
3237,1.0
3238,0.1
3239,0.5
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,0.0
3245,0.0
3246,0.0
3247,0.0
3248,0.0
3249,0.2
3250,0.0
3251,0.0
3252,0.8
3253,0.1
3254,0.0
3255,0.0
3256,0.0
3257,0.0
3258,0.0
3259,0.0
3260,0.0
3261,0.0
3262,0.0
3263,0.0
3264,0.2
3265,0.0
3266,0.0
3267,0.0
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,0.8
3273,0.0
3274,0.0
3275,0.5
3276,0.1
3277,0.1
3278,0.2
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.2
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,5.1
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,1.3
3309,0.1
3310,0.0
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.2
3317,0.2
3318,0.0
3319,0.0
3320,0.8
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.3
3335,0.0
3336,0.0
3337,1.2
3338,0.0
3339,0.1
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.1
3345,0.6
3346,0.0
3347,0.6
3348,0.0
3349,0.2
3350,0.0
3351,0.0
3352,0.0
3353,0.9
3354,0.0
3355,0.0
3356,0.7
3357,0.0
3358,0.0
3359,0.1
3360,0.1
3361,0.1
3362,0.1
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.1
3369,0.2
3370,0.0
3371,0.0
3372,0.0
3373,0.1
3374,0.1
3375,0.1
3376,0.0
3377,0.2
3378,0.0
3379,0.0
3380,0.4
3381,0.4
3382,0.0
3383,0.0
3384,0.0
3385,0.4
3386,0.0
3387,0.2
3388,0.0
3389,0.2
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.2
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.6
3404,0.0
3405,0.4
3406,0.0
3407,0.0
3408,0.0
3409,0.2
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3416,0.1
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.5
3425,0.0
3426,0.0
3427,0.0
3428,0.7
3429,0.9
3430,0.0
3431,0.0
3432,0.0
3433,0.1
3434,0.1
3435,0.0
3436,0.0
3437,0.0
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.2
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.0
3457,0.0
3458,0.3
3459,0.0
3460,0.0
3461,0.0
3462,0.1
3463,0.1
3464,0.1
3465,0.0
3466,0.0
3467,0.5
3468,0.0
3469,0.1
3470,0.0
3471,0.0
3472,0.8
3473,0.1
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.2
3484,0.0
3485,0.0
3486,0.2
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.1
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.1
3513,0.0
3514,0.0
3515,0.1
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.1
3544,0.0
3545,0.0
3546,0.0
3547,0.1
3548,0.0
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.1
3556,0.0
3557,0.2
3558,0.5
3559,0.1
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3565,0.7
3566,0.7
3567,0.0
3568,0.3
3569,0.0
3570,0.0
3571,0.0
3572,0.2
3573,0.2
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.3
3580,0.0
3581,0.0
3582,0.5
3583,0.0
3584,0.0
3585,0.0
3586,0.2
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.8
3598,0.0
3599,0.0
3600,0.0
3601,0.4
3602,0.0
3603,0.0
3604,0.1
3605,0.0
3606,0.0
3607,0.0
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,0.0
3613,0.1
3614,0.0
3615,0.0
3616,0.0
3617,0.0
3618,0.0
3619,0.1
3620,0.3
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.1
3626,0.2
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.9
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,0.4
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.1
3657,0.1
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.4
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,1.4
3670,0.0
3671,0.0
3672,0.8
3673,0.0
3674,0.0
3675,0.0
3676,0.6
3677,0.1
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,1.0
3684,0.0
3685,0.0
3686,0.0
3687,0.5
3688,0.0
3689,0.0
3690,0.0
3691,0.2
3692,0.2
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.9
3699,0.0
3700,0.0
3701,0.6
3702,0.0
3703,0.1
3704,0.4
3705,0.1
3706,0.2
3707,0.0
3708,0.1
3709,0.2
3710,0.0
3711,0.1
3712,0.0
3713,0.9
3714,0.0
3715,0.0
3716,0.2
3717,0.0
3718,0.0
3719,0.6
3720,0.2
3721,0.0
3722,0.0
3723,0.5
3724,0.0
3725,0.2
3726,0.0
3727,0.1
3728,0.3
3729,0.0
3730,0.0
3731,0.2
3732,0.0
3733,0.5
3734,0.0
3735,0.5
3736,0.0
3737,0.4
3738,0.0
3739,0.0
3740,0.0
3741,0.4
3742,0.1
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.1
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,0.1
3759,0.0
3760,0.0
3761,0.1
3762,0.7
3763,0.0
3764,0.3
3765,0.0
3766,0.0
3767,0.6
3768,0.3
3769,0.2
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,0.1
3775,0.0
3776,0.0
3777,0.0
3778,0.1
3779,0.0
3780,0.0
3781,0.1
3782,0.0
3783,0.0
3784,0.0
3785,0.0
3786,0.0
3787,0.2
3788,0.0
3789,0.2
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,1.0
3798,0.0
3799,0.0
3800,0.0
3801,0.5
3802,0.3
3803,0.0
3804,1.0
3805,1.9
3806,0.1
3807,0.1
3808,0.0
3809,0.0
3810,0.2
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.1
3816,0.0
3817,0.0
3818,0.2
3819,0.1
3820,0.0
3821,0.0
3822,0.5
3823,0.0
3824,0.0
3825,0.0
3826,0.0
3827,0.4
3828,0.0
3829,0.0
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.2
3837,0.1
3838,0.0
3839,0.0
3840,0.1
3841,0.0
3842,0.2
3843,0.1
3844,0.0
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,0.0
3850,0.1
3851,0.5
3852,0.0
3853,0.0
3854,0.0
3855,0.2
3856,0.4
3857,0.1
3858,0.1
3859,0.1
3860,0.0
3861,0.0
3862,0.0
3863,0.0
3864,0.1
3865,0.3
3866,0.4
3867,0.0
3868,0.0
3869,0.0
3870,0.0
3871,0.0
3872,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.2
3877,0.0
3878,0.6
3879,0.0
3880,0.0
3881,0.0
3882,0.0
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3887,0.0
3888,0.3
3889,0.0
3890,0.0
3891,0.3
3892,0.0
3893,0.0
3894,0.0
3895,0.1
3896,0.0
3897,0.0
3898,0.0
3899,0.0
3900,0.1
3901,0.0
3902,0.0
3903,0.0
3904,0.0
3905,0.0
3906,0.0
3907,0.0
3908,0.0
3909,0.0
3910,0.0
3911,0.0
3912,0.0
3913,0.6
3914,0.0
3915,0.0
3916,0.0
3917,0.0
3918,0.1
3919,0.1
3920,0.2
3921,0.2
3922,0.0
3923,1.8
3924,0.0
3925,0.0
3926,0.0
3927,0.4
3928,0.1
3929,1.0
3930,0.0
3931,0.1
3932,0.1
3933,0.8
3934,0.0
3935,0.1
3936,0.0
3937,0.3
3938,0.0
3939,0.0
3940,0.0
3941,0.0
3942,0.5
3943,0.0
3944,0.5
3945,0.3
3946,0.5
3947,0.8
3948,0.2
3949,0.0
3950,0.0
3951,0.0
3952,0.0
3953,0.2
3954,0.0
3955,0.0
3956,0.5
3957,0.0
3958,0.0
3959,0.0
3960,0.0
3961,1.1
3962,0.0
3963,0.2
3964,0.0
3965,0.0
3966,0.0
3967,0.4
3968,0.0
3969,0.0
3970,0.0
3971,0.0
3972,0.0
3973,0.6
3974,1.0
3975,1.3
3976,0.0
3977,0.5
3978,0.0
3979,0.0
3980,0.0
3981,0.0
3982,0.4
3983,0.1
3984,0.2
3985,0.7
3986,0.3
3987,0.0
3988,0.0
3989,0.0
3990,0.0
3991,0.0
3992,2.3
3993,0.0
3994,0.8
3995,0.6
3996,0.0
3997,0.2
3998,0.0
3999,0.0
4000,0.0
4001,0.0
4002,0.0
4003,0.2
4004,0.0
4005,0.6
4006,0.0
4007,0.6
4008,0.0
4009,0.2
4010,0.2
4011,0.0
4012,0.0
4013,0.0
4014,0.0
4015,0.2
4016,0.1
4017,0.0
4018,0.4
4019,0.3
4020,0.0
4021,0.0
4022,0.1
4023,0.0
4024,0.0
4025,0.0
4026,0.3
4027,0.0
4028,0.0
4029,0.1
4030,0.1
4031,0.0
4032,1.0
4033,0.0
4034,0.2
4035,0.0
4036,0.4
4037,0.0
4038,0.2
4039,0.6
4040,0.0
4041,0.9
4042,0.0
4043,0.1
4044,0.0
4045,0.6
4046,0.0
4047,0.0
4048,0.1
4049,0.0
4050,0.0
4051,0.4
4052,0.3
4053,0.0
4054,0.0
4055,0.1
4056,0.0
4057,0.0
4058,0.0
4059,0.2
4060,0.3
4061,0.2
4062,0.0
4063,0.1
4064,0.0
4065,0.0
4066,0.1
4067,0.2
4068,0.4
4069,0.0
4070,0.0
4071,0.0
4072,0.0
4073,0.0
4074,0.2
4075,0.0
4076,0.1
4077,0.1
4078,0.0
4079,0.3
4080,0.0
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.2
4086,0.0
4087,0.0
4088,0.0
4089,0.0
4090,0.0
4091,0.0
4092,0.0
4093,0.0
4094,0.0
4095,0.0
4096,0.0
4097,0.0
4098,0.0
4099,0.0
4100,0.0
4101,0.8
4102,0.0
4103,0.0
4104,0.1
4105,0.0
4106,0.0
4107,0.0
4108,0.0
4109,0.0
4110,0.0
4111,0.2
4112,0.2
4113,0.0
4114,0.0
4115,0.0
4116,0.0
4117,0.0
4118,0.0
4119,0.0
4120,0.0
4121,0.0
4122,0.0
4123,0.0
4124,0.9
4125,0.0
4126,0.0
4127,0.0
4128,0.0
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.5
4135,0.0
4136,0.0
